sympathy_light_group;Sympathy for [light_group.GetGroupName] religions;;;;;;;;;;;;;x
sympathy_light_group_desc;This character, though not a [light_group.GetGroupName], has a special sympathy and understanding for the [light_group.GetGroupName] faith and its practitioners.;;;;;;;;;;;;;x
sympathy_arcane_group;Sympathy for [arcane_group.GetGroupName] religions;;;;;;;;;;;;;x
sympathy_arcane_group_desc;This character, though not a [arcane_group.GetGroupName], has a special sympathy and understanding for the [arcane_group.GetGroupName] faith and its practitioners.;;;;;;;;;;;;;x
sympathy_elemental_group;Sympathy for [elemental_group.GetGroupName] religions;;;;;;;;;;;;;x
sympathy_elemental_group_desc;This character, though not a [elemental_group.GetGroupName], has a special sympathy and understanding for the [elemental_group.GetGroupName] faith and its practitioners.;;;;;;;;;;;;;x
sympathy_fel_group;Sympathy for [fel_group.GetGroupName] religions;;;;;;;;;;;;;x
sympathy_fel_group_desc;This character, though not a [fel_group.GetGroupName], has a special sympathy and understanding for the [fel_group.GetGroupName] faith and its practitioners.;;;;;;;;;;;;;x
sympathy_void_group;Sympathy for [void_group.GetGroupName] religions;;;;;;;;;;;;;x
sympathy_void_group_desc;This character, though not a [void_group.GetGroupName], has a special sympathy and understanding for the [void_group.GetGroupName] faith and its practitioners.;;;;;;;;;;;;;x
sympathy_wild_gods_group;Sympathy for [wild_gods_group.GetGroupName] religions;;;;;;;;;;;;;x
sympathy_wild_gods_group_desc;This character, though not a [wild_gods_group.GetGroupName], has a special sympathy and understanding for the [wild_gods_group.GetGroupName] faith and its practitioners.;;;;;;;;;;;;;x
