#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
k_quel_thalas;Quel'Thalas;;;;;;;;;;;;;x
k_quel_thalas_adj;Thalassian;;;;;;;;;;;;;x
k_zul_aman;Zul'Aman;;;;;;;;;;;;;x
k_zul_aman_adj;Amani;;;;;;;;;;;;;x
k_eastweald;Eastweald;;;;;;;;;;;;;x
k_eastweald_adj;Eastwealder;;;;;;;;;;;;;x
k_silver_hand;Silver Hand;;;;;;;;;;;;;x
k_silver_hand_adj;Silver Hand;;;;;;;;;;;;;x
k_scarlet_crusade;Scarlet Crusade;;;;;;;;;;;;;x
k_scarlet_crusade_adj;Scarlet Crusader;;;;;;;;;;;;;x
k_northeron;Northeron;;;;;;;;;;;;;x
k_northeron_adj;Northeronian;;;;;;;;;;;;;x
k_northlands;Northlands;;;;;;;;;;;;;x
k_northlands_adj;Northlander;;;;;;;;;;;;;x
k_lordaeron;Lordaeron;;;;;;;;;;;;;x
k_lordaeron_adj;Lordaeronian;;;;;;;;;;;;;x
k_forsaken;Forsaken;;;;;;;;;;;;;x
k_forsaken_adj;Forsaken;;;;;;;;;;;;;x
k_thondroril;Thondroril;;;;;;;;;;;;;x
k_thondroril_adj;Thondroriler;;;;;;;;;;;;;x
k_silverpine;Silverpine;;;;;;;;;;;;;x
k_silverpine_adj;Silverpineer;;;;;;;;;;;;;x
k_gilneas;Gilneas;;;;;;;;;;;;;x
k_gilneas_adj;Gilneaser;;;;;;;;;;;;;x
k_kul_tiras;Kul Tiras;;;;;;;;;;;;;x
k_kul_tiras_adj;Kul Tiraser;;;;;;;;;;;;;x
k_dalaran;Dalaran;;;;;;;;;;;;;x
k_dalaran_adj;Dalaraner;;;;;;;;;;;;;x
k_alterac;Alterac;;;;;;;;;;;;;x
k_alterac_adj;Alteracer;;;;;;;;;;;;;x
k_hillsbrad;Hillsbrad;;;;;;;;;;;;;x
k_hillsbrad_adj;Hillsbrader;;;;;;;;;;;;;x
k_stromgarde;Stromgarde;;;;;;;;;;;;;x
k_stromgarde_adj;Stromgardeer;;;;;;;;;;;;;x
k_jintha_alor;Jintha Alor;;;;;;;;;;;;;x
k_jintha_alor_adj;Jintha Alorer;;;;;;;;;;;;;x
k_aerie_peaks;Aerie Peaks;;;;;;;;;;;;;x
k_aerie_peaks_adj;Aerie Peakser;;;;;;;;;;;;;x
