#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
e_zul_aman;Zul'Aman;;;;;;;;;;;;;x
e_zul_aman_Adj;Amani;;;;;;;;;;;;;x
e_northeron;Northeron;;;;;;;;;;;;;x
e_northeron_adj;Northeronian;;;;;;;;;;;;;x
e_horde;Horde;;;;;;;;;;;;;x
e_horde_adj;Horde;;;;;;;;;;;;;x
e_alliance;Alliance;;;;;;;;;;;;;x
e_alliance_adj;Allied;;;;;;;;;;;;;x
e_scourge;Scourge;;;;;;;;;;;;;x
e_scourge_adj;Scourge;;;;;;;;;;;;;x
e_lordaeron;Lordaeron;;;;;;;;;;;;;x
e_lordaeron_adj;Lordaeronian;;;;;;;;;;;;;x
e_nazjatar;Nazjatar;;;;;;;;;;;;;x
e_nazjatar_adj;Nazjatari;;;;;;;;;;;;;x
e_gilneas;Gilneas;;;;;;;;;;;;;x
e_gilneas_adj;Gilneaser;;;;;;;;;;;;;x
e_arathor;Arathor;;;;;;;;;;;;;x
e_arathor_adj;Arathorer;;;;;;;;;;;;;x
e_hinterlands;Hinterlands;;;;;;;;;;;;;x
e_hinterlands_adj;Hinterlandser;;;;;;;;;;;;;x
e_grim_batol;Grim Batol;;;;;;;;;;;;;x
e_grim_batol_adj;Grim Batoler;;;;;;;;;;;;;x
e_dun_morogh;Dun Morogh;;;;;;;;;;;;;x
e_dun_morogh_adj;Dun Morogher;;;;;;;;;;;;;x
e_blackrock;Blackrock;;;;;;;;;;;;;x
e_blackrock_adj;Blackrocker;;;;;;;;;;;;;x
e_rebels;Rebels;;;;;;;;;;;;;x
e_rebels_adj;Rebelser;;;;;;;;;;;;;x
e_pirates;Pirates;;;;;;;;;;;;;x
e_pirates_adj;Pirateser;;;;;;;;;;;;;x
e_dark_horde;Dark Horde;;;;;;;;;;;;;x
e_dark_horde_adj;Dark Hordeer;;;;;;;;;;;;;x
e_red_dragonflight;Red Dragonflight;;;;;;;;;;;;;x
e_red_dragonflight_adj;Red Dragonflighter;;;;;;;;;;;;;x
e_green_dragonflight;Green Dragonflight;;;;;;;;;;;;;x
e_green_dragonflight_adj;Green Dragonflighter;;;;;;;;;;;;;x
e_bronze_dragonflight;Bronze Dragonflight;;;;;;;;;;;;;x
e_bronze_dragonflight_adj;Bronze Dragonflighter;;;;;;;;;;;;;x
e_blue_dragonflight;Blue Dragonflight;;;;;;;;;;;;;x
e_blue_dragonflight_adj;Blue Dragonflighter;;;;;;;;;;;;;x
e_black_dragonflight;Black Dragonflight;;;;;;;;;;;;;x
e_black_dragonflight_adj;Black Dragonflighter;;;;;;;;;;;;;x
e_nightmare_dragonflight;Nightmare Dragonflight;;;;;;;;;;;;;x
e_nightmare_dragonflight_adj;Nightmare Dragonflighter;;;;;;;;;;;;;x
e_infinite_dragonflight;Infinite Dragonflight;;;;;;;;;;;;;x
e_infinite_dragonflight_adj;Infinite Dragonflighter;;;;;;;;;;;;;x


e_azeroth;Azeroth;;;;;;;;;;;;;x
e_azeroth_adj;Azerother;;;;;;;;;;;;;x
e_zul_gurub;Zul Gurub;;;;;;;;;;;;;x
e_zul_gurub_adj;Zul Guruber;;;;;;;;;;;;;x
e_zandalar;Zandalar;;;;;;;;;;;;;x
e_zandalar_adj;Zandalarer;;;;;;;;;;;;;x
