#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
d_algaz_watch;Algaz Watch;Algaz Watch;Algaz Watch;;Algaz Watch;;;;;;;;;x
d_algaz_watch_adj;Algaz Watch;Algaz Watch;Algaz Watch;;Algaz Watch;;;;;;;;;x
d_alterac_valley;Alterac Valley;Alterac Valley;Alterac Valley;;Alterac Valley;;;;;;;;;x
d_alterac_valley_adj;Alterac Valley;Alterac Valley;Alterac Valley;;Alterac Valley;;;;;;;;;x
d_andorhal;Andorhal;Andorhal;Andorhal;;Andorhal;;;;;;;;;x
d_andorhal_adj;Andorhal;Andorhal;Andorhal;;Andorhal;;;;;;;;;x
d_ash;Ash;Ash;Ash;;Ash;;;;;;;;;x
d_ash_adj;Ash;Ash;Ash;;Ash;;;;;;;;;x
d_badlands_coast;Badlands Coast;Badlands Coast;Badlands Coast;;Badlands Coast;;;;;;;;;x
d_badlands_coast_adj;Badlands Coast;Badlands Coast;Badlands Coast;;Badlands Coast;;;;;;;;;x
d_baeldorah;Bael'Dorah;Bael'Dorah;Bael'Dorah;;Bael'Dorah;;;;;;;;;x
d_baeldorah_adj;Bael'Dorah;Bael'Dorah;Bael'Dorah;;Bael'Dorah;;;;;;;;;x
d_blackrock_mountain;Blackrock Mountain;Blackrock Mountain;Blackrock Mountain;;Blackrock Mountain;;;;;;;;;x
d_blackrock_mountain_adj;Blackrock Mountain;Blackrock Mountain;Blackrock Mountain;;Blackrock Mountain;;;;;;;;;x
d_char;Char;Char;Char;;Char;;;;;;;;;x
d_char_adj;Char;Char;Char;;Char;;;;;;;;;x
d_choamani;Cho'Amani;Cho'Amani;Cho'Amani;;Cho'Amani;;;;;;;;;x
d_choamani_adj;Cho'Amani;Cho'Amani;Cho'Amani;;Cho'Amani;;;;;;;;;x
d_cinders;Cinders;Cinders;Cinders;;Cinders;;;;;;;;;x
d_cinders_adj;Cinders;Cinders;Cinders;;Cinders;;;;;;;;;x
d_coldridge;Coldridge;Coldridge;Coldridge;;Coldridge;;;;;;;;;x
d_coldridge_adj;Coldridge;Coldridge;Coldridge;;Coldridge;;;;;;;;;x
d_dalaran;Dalaran;Dalaran;Dalaran;;Dalaran;;;;;;;;;x
d_dalaran_adj;Dalaran;Dalaran;Dalaran;;Dalaran;;;;;;;;;x
d_darkshire;Darkshire;Darkshire;Darkshire;;Darkshire;;;;;;;;;x
d_darkshire_adj;Darkshire;Darkshire;Darkshire;;Darkshire;;;;;;;;;x
d_darrowood;Darrowood;Darrowood;Darrowood;;Darrowood;;;;;;;;;x
d_darrowood_adj;Darrowood;Darrowood;Darrowood;;Darrowood;;;;;;;;;x
d_deadwind;Deadwind;Deadwind;Deadwind;;Deadwind;;;;;;;;;x
d_deadwind_adj;Deadwind;Deadwind;Deadwind;;Deadwind;;;;;;;;;x
d_dreadmaul_hold;Dreadmaul Hold;Dreadmaul Hold;Dreadmaul Hold;;Dreadmaul Hold;;;;;;;;;x
d_dreadmaul_hold_adj;Dreadmaul Hold;Dreadmaul Hold;Dreadmaul Hold;;Dreadmaul Hold;;;;;;;;;x
d_dried_gulch;Dried Gulch;Dried Gulch;Dried Gulch;;Dried Gulch;;;;;;;;;x
d_dried_gulch_adj;Dried Gulch;Dried Gulch;Dried Gulch;;Dried Gulch;;;;;;;;;x
d_dun_morogh_wilds;Dun Morogh Wilds;Dun Morogh Wilds;Dun Morogh Wilds;;Dun Morogh Wilds;;;;;;;;;x
d_dun_morogh_wilds_adj;Dun Morogh Wilds;Dun Morogh Wilds;Dun Morogh Wilds;;Dun Morogh Wilds;;;;;;;;;x
d_dungolar;Dun'Golar;Dun'Golar;Dun'Golar;;Dun'Golar;;;;;;;;;x
d_dungolar_adj;Dun'Golar;Dun'Golar;Dun'Golar;;Dun'Golar;;;;;;;;;x
d_dungolbar;Dun'Golbar;Dun'Golbar;Dun'Golbar;;Dun'Golbar;;;;;;;;;x
d_dungolbar_adj;Dun'Golbar;Dun'Golbar;Dun'Golbar;;Dun'Golbar;;;;;;;;;x
d_eversong_valley;Eversong Valley;Eversong Valley;Eversong Valley;;Eversong Valley;;;;;;;;;x
d_eversong_valley_adj;Eversong Valley;Eversong Valley;Eversong Valley;;Eversong Valley;;;;;;;;;x
d_faols_gift;Faol's Gift;Faol's Gift;Faol's Gift;;Faol's Gift;;;;;;;;;x
d_faols_gift_adj;Faol's Gift;Faol's Gift;Faol's Gift;;Faol's Gift;;;;;;;;;x
d_flame;Flame;Flame;Flame;;Flame;;;;;;;;;x
d_flame_adj;Flame;Flame;Flame;;Flame;;;;;;;;;x
d_gilneas;Gilneas;Gilneas;Gilneas;;Gilneas;;;;;;;;;x
d_gilneas_adj;Gilneas;Gilneas;Gilneas;;Gilneas;;;;;;;;;x
d_gnomeregan;Gnomeregan;Gnomeregan;Gnomeregan;;Gnomeregan;;;;;;;;;x
d_gnomeregan_adj;Gnomeregan;Gnomeregan;Gnomeregan;;Gnomeregan;;;;;;;;;x
d_goldshire;Goldshire;Goldshire;Goldshire;;Goldshire;;;;;;;;;x
d_goldshire_adj;Goldshire;Goldshire;Goldshire;;Goldshire;;;;;;;;;x
d_goldvein_coast;Goldvein Coast;Goldvein Coast;Goldvein Coast;;Goldvein Coast;;;;;;;;;x
d_goldvein_coast_adj;Goldvein Coast;Goldvein Coast;Goldvein Coast;;Goldvein Coast;;;;;;;;;x
d_grim_batol;Grim Batol;Grim Batol;Grim Batol;;Grim Batol;;;;;;;;;x
d_grim_batol_adj;Grim Batol;Grim Batol;Grim Batol;;Grim Batol;;;;;;;;;x
d_hillsbrad_east;Hillsbrad East;Hillsbrad East;Hillsbrad East;;Hillsbrad East;;;;;;;;;x
d_hillsbrad_east_adj;Hillsbrad East;Hillsbrad East;Hillsbrad East;;Hillsbrad East;;;;;;;;;x
d_hillsbrad_west;Hillsbrad West;Hillsbrad West;Hillsbrad West;;Hillsbrad West;;;;;;;;;x
d_hillsbrad_west_adj;Hillsbrad West;Hillsbrad West;Hillsbrad West;;Hillsbrad West;;;;;;;;;x
d_hinterwood;Hinterwood;Hinterwood;Hinterwood;;Hinterwood;;;;;;;;;x
d_hinterwood_adj;Hinterwood;Hinterwood;Hinterwood;;Hinterwood;;;;;;;;;x
d_ironforge;Ironforge;Ironforge;Ironforge;;Ironforge;;;;;;;;;x
d_ironforge_adj;Ironforge;Ironforge;Ironforge;;Ironforge;;;;;;;;;x
d_isle_of_queldanas;Isle of Quel'Danas;Isle of Quel'Danas;Isle of Quel'Danas;;Isle of Quel'Danas;;;;;;;;;x
d_isle_of_queldanas_adj;Isle of Quel'Danas;Isle of Quel'Danas;Isle of Quel'Danas;;Isle of Quel'Danas;;;;;;;;;x
d_kharanos;Kharanos;Kharanos;Kharanos;;Kharanos;;;;;;;;;x
d_kharanos_adj;Kharanos;Kharanos;Kharanos;;Kharanos;;;;;;;;;x
d_kings_border;King's Border;King's Border;King's Border;;King's Border;;;;;;;;;x
d_kings_border_adj;King's Border;King's Border;King's Border;;King's Border;;;;;;;;;x
d_kul_tiras;Kul Tiras;Kul Tiras;Kul Tiras;;Kul Tiras;;;;;;;;;x
d_kul_tiras_adj;Kul Tiras;Kul Tiras;Kul Tiras;;Kul Tiras;;;;;;;;;x
d_lakeridge;Lakeridge;Lakeridge;Lakeridge;;Lakeridge;;;;;;;;;x
d_lakeridge_adj;Lakeridge;Lakeridge;Lakeridge;;Lakeridge;;;;;;;;;x
d_lakeshire;Lakeshire;Lakeshire;Lakeshire;;Lakeshire;;;;;;;;;x
d_lakeshire_adj;Lakeshire;Lakeshire;Lakeshire;;Lakeshire;;;;;;;;;x
d_lights_bastion;Light's Bastion;Light's Bastion;Light's Bastion;;Light's Bastion;;;;;;;;;x
d_lights_bastion_adj;Light's Bastion;Light's Bastion;Light's Bastion;;Light's Bastion;;;;;;;;;x
d_longshore;Longshore;Longshore;Longshore;;Longshore;;;;;;;;;x
d_longshore_adj;Longshore;Longshore;Longshore;;Longshore;;;;;;;;;x
d_lordaeron;Lordaeron;Lordaeron;Lordaeron;;Lordaeron;;;;;;;;;x
d_lordaeron_adj;Lordaeron;Lordaeron;Lordaeron;;Lordaeron;;;;;;;;;x
d_lords_respite;Lord's Respite;Lord's Respite;Lord's Respite;;Lord's Respite;;;;;;;;;x
d_lords_respite_adj;Lord's Respite;Lord's Respite;Lord's Respite;;Lord's Respite;;;;;;;;;x
d_menethil;Menethil;Menethil;Menethil;;Menethil;;;;;;;;;x
d_menethil_adj;Menethil;Menethil;Menethil;;Menethil;;;;;;;;;x
d_moonbrook;Moonbrook;Moonbrook;Moonbrook;;Moonbrook;;;;;;;;;x
d_moonbrook_adj;Moonbrook;Moonbrook;Moonbrook;;Moonbrook;;;;;;;;;x
d_murloc_coast;Murloc Coast;Murloc Coast;Murloc Coast;;Murloc Coast;;;;;;;;;x
d_murloc_coast_adj;Murloc Coast;Murloc Coast;Murloc Coast;;Murloc Coast;;;;;;;;;x
d_nethergardes_watch;Nethergarde's Watch;Nethergarde's Watch;Nethergarde's Watch;;Nethergarde's Watch;;;;;;;;;x
d_nethergardes_watch_adj;Nethergarde's Watch;Nethergarde's Watch;Nethergarde's Watch;;Nethergarde's Watch;;;;;;;;;x
d_nightwood;Nightwood;Nightwood;Nightwood;;Nightwood;;;;;;;;;x
d_nightwood_adj;Nightwood;Nightwood;Nightwood;;Nightwood;;;;;;;;;x
d_northern_alterac;Northern Alterac;Northern Alterac;Northern Alterac;;Northern Alterac;;;;;;;;;x
d_northern_alterac_adj;Northern Alterac;Northern Alterac;Northern Alterac;;Northern Alterac;;;;;;;;;x
d_northgate;Northgate;Northgate;Northgate;;Northgate;;;;;;;;;x
d_northgate_adj;Northgate;Northgate;Northgate;;Northgate;;;;;;;;;x
d_northshire;Northshire;Northshire;Northshire;;Northshire;;;;;;;;;x
d_northshire_adj;Northshire;Northshire;Northshire;;Northshire;;;;;;;;;x
d_pines_edge;Pine's Edge;Pine's Edge;Pine's Edge;;Pine's Edge;;;;;;;;;x
d_pines_edge_adj;Pine's Edge;Pine's Edge;Pine's Edge;;Pine's Edge;;;;;;;;;x
d_queldoreis_landing;Quel'Dorei's Landing;Quel'Dorei's Landing;Quel'Dorei's Landing;;Quel'Dorei's Landing;;;;;;;;;x
d_queldoreis_landing_adj;Quel'Dorei's Landing;Quel'Dorei's Landing;Quel'Dorei's Landing;;Quel'Dorei's Landing;;;;;;;;;x
d_ravens_rest;Raven's Rest;Raven's Rest;Raven's Rest;;Raven's Rest;;;;;;;;;x
d_ravens_rest_adj;Raven's Rest;Raven's Rest;Raven's Rest;;Raven's Rest;;;;;;;;;x
d_redridge_pass;Redridge Pass;Redridge Pass;Redridge Pass;;Redridge Pass;;;;;;;;;x
d_redridge_pass_adj;Redridge Pass;Redridge Pass;Redridge Pass;;Redridge Pass;;;;;;;;;x
d_revantusk_coast;Revantusk Coast;Revantusk Coast;Revantusk Coast;;Revantusk Coast;;;;;;;;;x
