#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
k_alterac;Alterac;Alterac;Alterac;;Alterac;;;;;;;;;x
k_alterac_adj;Alteracian;;alteracer;;;;;;;;;;;x
k_amani;Amani;Amani;Amani;;Amani;;;;;;;;;x
k_amani_adj;Amanian;;amaner;;;;;;;;;;;x
k_atalai;Atal'ai;Atal'ai;Atal'ai;;Atal'ai;;;;;;;;;x
k_atalai_adj;Atal'ian;;atal'er;;;;;;;;;;;x
k_dalaran;Dalaran;Dalaran;Dalaran;;Dalaran;;;;;;;;;x
k_dalaran_adj;Dalaranian;;dalaraner;;;;;;;;;;;x
k_dark_iron;Dark Iron;Dark Iron;Dark Iron;;Dark Iron;;;;;;;;;x
k_dark_iron_adj;Dark Ironian;;Dark Ironer;;;;;;;;;;;x
k_gilneas;Gilneas;Gilneas;Gilneas;;Gilneas;;;;;;;;;x
k_gilneas_adj;Gilneasian;;gilneaser;;;;;;;;;;;x
k_gnomeregan;Gnomeregan;Gnomeregan;Gnomeregan;;Gnomeregan;;;;;;;;;x
k_gnomeregan_adj;Gnomereganian;;gnomereganer;;;;;;;;;;;x
k_gurubashi;Gurubashi;Gurubashi;Gurubashi;;Gurubashi;;;;;;;;;x
k_gurubashi_adj;Gurubashian;;gurubasher;;;;;;;;;;;x
k_khaz_modan;Khaz Modan;Khaz Modan;Khaz Modan;;Khaz Modan;;;;;;;;;x
k_khaz_modan_adj;Khaz Modanian;;Khaz Modaner;;;;;;;;;;;x
k_kul_tiras;Kul Tiras;Kul Tiras;Kul Tiras;;Kul Tiras;;;;;;;;;x
k_kul_tiras_adj;Kul Tirasian;;Kul Tiraser;;;;;;;;;;;x
k_lordaeron;Lordaeron;Lordaeron;Lordaeron;;Lordaeron;;;;;;;;;x
k_lordaeron_adj;Lordaeronian;;lordaeroner;;;;;;;;;;;x
k_revantusk;Revantusk;Revantusk;Revantusk;;Revantusk;;;;;;;;;x
k_revantusk_adj;Revantuskian;;revantusker;;;;;;;;;;;x
k_silvermoon;Silvermoon;Silvermoon;Silvermoon;;Silvermoon;;;;;;;;;x
k_silvermoon_adj;Silvermoonian;;silvermooner;;;;;;;;;;;x
k_stormwind;Stormwind;Stormwind;Stormwind;;Stormwind;;;;;;;;;x
k_stormwind_adj;Stormwindian;;stormwinder;;;;;;;;;;;x
k_stromgarde;Stromgarde;Stromgarde;Stromgarde;;Stromgarde;;;;;;;;;x
k_stromgarde_adj;Stromgardean;;stromgarder;;;;;;;;;;;x
k_zzblank;zzBlank;zzBlank;zzBlank;;zzBlank;;;;;;;;;x
k_zzblank_adj;zzBlankian;;zzblanker;;;;;;;;;;;x
k_bluegill;Bluegill Murlocs;Bluegill Murlocs;Bluegill Murlocs;;Bluegill Murlocs;;;;;;;;;x
k_bluegill_adj;Murloc;Murloc;Murloc;;Murloc;;;;;;;;;x
k_murkgill;Murkgill Murlocs;Murkgill Murlocs;Murkgill Murlocs;;Murkgill Murlocs;;;;;;;;;x
k_murkgill_adj;Murloc;Murloc;Murloc;;Murloc;;;;;;;;;x
k_saltscale;Saltscale Murlocs;Saltscale Murlocs;Saltscale Murlocs;;Saltscale Murlocs;;;;;;;;;x
k_saltscale_adj;Murloc;Murloc;Murloc;;Murloc;;;;;;;;;x
k_riverpaw;Riverpaw Gnolls;Riverpaw Gnolls;Riverpaw Gnolls;;Riverpaw Gnolls;;;;;;;;;x
k_riverpaw_adj;Gnoll;Gnoll;Gnoll;;Gnoll;;;;;;;;;x
k_elwynn;Elwynn Gnolls;Elwynn Gnolls;Elwynn Gnolls;;Elwynn Gnolls;;;;;;;;;x
k_elwynn_adj;Gnoll;Gnoll;Gnoll;;Gnoll;;;;;;;;;x
k_redwhisker;Redwhisker Kobolds;Redwhisker Kobolds;Redwhisker Kobolds;;Redwhisker Kobolds;;;;;;;;;x
k_redwhisker_adj;Kobold;Kobold;Kobold;;Kobold;;;;;;;;;x
k_snowpick;Snowpick Kobolds;Snowpick Kobolds;Snowpick Kobolds;;Snowpick Kobolds;;;;;;;;;x
k_snowpick_adj;Kobold;Kobold;Kobold;;Kobold;;;;;;;;;x
k_redridge;Redridge Gnolls;Redridge Gnolls;Redridge Gnolls;;Redridge Gnolls;;;;;;;;;x
k_redridge_adj;Gnoll;Gnoll;Gnoll;;Gnoll;;;;;;;;;x
k_shadowhide;Shadowhide Gnolls;Shadowhide Gnolls;Shadowhide Gnolls;;Shadowhide Gnolls;;;;;;;;;x
k_shadowhide_adj;Gnoll;Gnoll;Gnoll;;Gnoll;;;;;;;;;x
k_bloodwash;Bloodwash Naga;Bloodwash Naga;Bloodwash Naga;;Bloodwash Naga;;;;;;;;;x
k_bloodwash_adj;Naga;Naga;Naga;;Naga;;;;;;;;;x
k_rockpool;Rockpool Murlocs;Rockpool Murlocs;Rockpool Murlocs;;Rockpool Murlocs;;;;;;;;;x
k_rockpool_adj;Murloc;Murloc;Murloc;;Murloc;;;;;;;;;x
k_tunnelrats;The Tunnel Rats;The Tunnel Rats;The Tunnel Rats;;The Tunnel Rats;;;;;;;;;x
k_tunnelrats_adj;Kobold;Kobold;Kobold;;Kobold;;;;;;;;;x
k_drywhisker;Drywhisker Kobolds;Drywhisker Kobolds;Drywhisker Kobolds;;Drywhisker Kobolds;;;;;;;;;x
k_drywhisker_adj;Kobold;Kobold;Kobold;;Kobold;;;;;;;;;x
k_daggerspine;Daggerspine Naga;Daggerspine Naga;Daggerspine Naga;;Daggerspine Naga;;;;;;;;;x
k_daggerspine_adj;Naga;Naga;Naga;;Naga;;;;;;;;;x
k_wildpaw;Wildpaw Gnolls;Wildpaw Gnolls;Wildpaw Gnolls;;Wildpaw Gnolls;;;;;;;;;x
k_wildpaw_adj;Gnoll;Gnoll;Gnoll;;Gnoll;;;;;;;;;x
k_vilefin;Vilefin Murlocs;Vilefin Murlocs;Vilefin Murlocs;;Vilefin Murlocs;;;;;;;;;x
k_vilefin_adj;Murloc;Murloc;Murloc;;Murloc;;;;;;;;;x
k_tornfin;Tornfin Murlocs;Tornfin Murlocs;Tornfin Murlocs;;Tornfin Murlocs;;;;;;;;;x
k_tornfin_adj;Murloc;Murloc;Murloc;;Murloc;;;;;;;;;x
